,ID,Genbank ID,Assembly ID,Mafname,Name,Group,Leaf assignment,CONSENSUS0,CONSENSUS1,CONSENSUS49,CONSENSUS56,CONSENSUS57,CONSENSUS50,CONSENSUS53,CONSENSUS54,CONSENSUS55,CONSENSUS51,CONSENSUS52,CONSENSUS2,CONSENSUS33,CONSENSUS38,CONSENSUS45,CONSENSUS46,CONSENSUS47,CONSENSUS48,CONSENSUS39,CONSENSUS41,CONSENSUS43,CONSENSUS44,CONSENSUS42,CONSENSUS40,CONSENSUS34,CONSENSUS35,CONSENSUS36,CONSENSUS37,CONSENSUS3,CONSENSUS19,CONSENSUS22,CONSENSUS29,CONSENSUS31,CONSENSUS32,CONSENSUS30,CONSENSUS23,CONSENSUS27,CONSENSUS28,CONSENSUS24,CONSENSUS25,CONSENSUS26,CONSENSUS20,CONSENSUS21,CONSENSUS4,CONSENSUS7,CONSENSUS11,CONSENSUS15,CONSENSUS16,CONSENSUS17,CONSENSUS18,CONSENSUS12,CONSENSUS13,CONSENSUS14,CONSENSUS8,CONSENSUS9,CONSENSUS10,CONSENSUS5,CONSENSUS6
118,118,,KM233085,KM233085v1.KM233085v1,G3808_2014,Ebola 2014,56,1.0000,0.9999,0.9999,0.9999,0.9777,0.9704,0.9704,0.9658,0.9685,0.9715,0.9682,0.6373,0.6343,0.6345,0.6345,0.6345,0.6345,0.6345,0.6322,0.6324,0.6324,0.6322,0.6294,0.6273,0.6323,0.6323,0.6328,0.6327,0.6335,0.6308,0.6304,0.6304,0.6304,0.6304,0.6303,0.6336,0.6336,0.6340,0.6337,0.6337,0.6348,0.6095,0.6093,0.6585,0.6576,0.6576,0.6575,0.6573,0.6580,0.6566,0.6589,0.6589,0.6588,0.6468,0.6468,0.6468,0.3988,0.3790
119,119,,KM233086,KM233086v1.KM233086v1,G3809_2014,Ebola 2014,56,0.9999,0.9999,0.9999,0.9999,0.9795,0.9703,0.9703,0.9657,0.9683,0.9713,0.9680,0.6371,0.6339,0.6341,0.6341,0.6341,0.6341,0.6341,0.6319,0.6320,0.6320,0.6319,0.6290,0.6269,0.6320,0.6320,0.6324,0.6324,0.6332,0.6305,0.6301,0.6301,0.6301,0.6301,0.6300,0.6334,0.6334,0.6337,0.6337,0.6337,0.6348,0.6106,0.6103,0.6584,0.6575,0.6575,0.6574,0.6572,0.6579,0.6564,0.6586,0.6586,0.6586,0.6466,0.6466,0.6466,0.3999,0.3801
120,120,,KM233087,KM233087v1.KM233087v1,G3810v1_2014,Ebola 2014,56,0.9999,0.9998,0.9998,0.9998,0.9788,0.9703,0.9703,0.9657,0.9683,0.9713,0.9680,0.6369,0.6339,0.6341,0.6341,0.6341,0.6341,0.6341,0.6318,0.6320,0.6320,0.6318,0.6290,0.6269,0.6318,0.6318,0.6323,0.6322,0.6330,0.6303,0.6299,0.6299,0.6299,0.6299,0.6299,0.6332,0.6332,0.6335,0.6333,0.6333,0.6343,0.6096,0.6094,0.6582,0.6572,0.6572,0.6571,0.6570,0.6577,0.6563,0.6586,0.6586,0.6585,0.6464,0.6464,0.6464,0.3992,0.3796
121,121,,KM233088,KM233088v1.KM233088v1,G3810v2_2014,Ebola 2014,56,0.9999,0.9998,0.9998,0.9998,0.9756,0.9704,0.9704,0.9658,0.9683,0.9714,0.9681,0.6376,0.6346,0.6349,0.6349,0.6349,0.6349,0.6349,0.6326,0.6328,0.6328,0.6326,0.6298,0.6277,0.6326,0.6326,0.6331,0.6330,0.6337,0.6310,0.6306,0.6306,0.6306,0.6306,0.6306,0.6338,0.6338,0.6342,0.6339,0.6339,0.6350,0.6082,0.6082,0.6586,0.6577,0.6577,0.6576,0.6575,0.6581,0.6567,0.6590,0.6590,0.6589,0.6469,0.6469,0.6469,0.3979,0.3783
122,122,,KM233089,KM233089v1.KM233089v1,G3814_2014,Ebola 2014,56,0.9999,1.0000,1.0000,1.0000,0.9760,0.9704,0.9704,0.9658,0.9679,0.9714,0.9682,0.6378,0.6347,0.6349,0.6349,0.6349,0.6349,0.6349,0.6326,0.6328,0.6328,0.6326,0.6299,0.6277,0.6328,0.6328,0.6332,0.6332,0.6338,0.6311,0.6307,0.6307,0.6307,0.6307,0.6306,0.6338,0.6338,0.6343,0.6340,0.6340,0.6351,0.6084,0.6098,0.6587,0.6578,0.6578,0.6577,0.6576,0.6582,0.6567,0.6590,0.6590,0.6589,0.6470,0.6470,0.6470,0.3981,0.3784
123,123,,KM233090,KM233090v1.KM233090v1,G3816_2014,Ebola 2014,56,0.9999,0.9999,0.9999,0.9999,0.9819,0.9702,0.9702,0.9656,0.9682,0.9712,0.9679,0.6366,0.6337,0.6339,0.6339,0.6339,0.6339,0.6339,0.6315,0.6317,0.6317,0.6315,0.6287,0.6265,0.6316,0.6316,0.6320,0.6319,0.6327,0.6300,0.6296,0.6296,0.6296,0.6296,0.6295,0.6329,0.6329,0.6333,0.6330,0.6330,0.6340,0.6093,0.6091,0.6583,0.6574,0.6574,0.6573,0.6572,0.6578,0.6563,0.6587,0.6587,0.6585,0.6459,0.6459,0.6459,0.4006,0.3807
124,124,,KM233091,KM233091v1.KM233091v1,G3817_2014,Ebola 2014,56,0.9998,0.9998,0.9998,0.9998,0.9773,0.9702,0.9702,0.9656,0.9683,0.9712,0.9680,0.6375,0.6344,0.6346,0.6346,0.6347,0.6346,0.6346,0.6324,0.6325,0.6325,0.6324,0.6296,0.6273,0.6323,0.6323,0.6327,0.6327,0.6335,0.6308,0.6304,0.6304,0.6304,0.6304,0.6303,0.6337,0.6337,0.6341,0.6337,0.6337,0.6349,0.6093,0.6093,0.6585,0.6576,0.6576,0.6575,0.6574,0.6580,0.6564,0.6587,0.6587,0.6586,0.6467,0.6467,0.6467,0.3986,0.3790
125,125,,KM233092,KM233092v1.KM233092v1,G3818_2014,Ebola 2014,56,0.9998,0.9999,0.9999,0.9999,0.9741,0.9703,0.9703,0.9658,0.9680,0.9714,0.9681,0.6379,0.6349,0.6351,0.6351,0.6352,0.6351,0.6351,0.6328,0.6330,0.6330,0.6328,0.6301,0.6279,0.6330,0.6330,0.6335,0.6335,0.6339,0.6312,0.6308,0.6308,0.6308,0.6308,0.6307,0.6339,0.6339,0.6345,0.6342,0.6342,0.6353,0.6073,0.6084,0.6588,0.6578,0.6578,0.6577,0.6576,0.6582,0.6567,0.6590,0.6590,0.6589,0.6470,0.6470,0.6470,0.3974,0.3777
126,126,,KM233093,KM233093v1.KM233093v1,G3819_2014,Ebola 2014,56,0.9999,0.9999,0.9999,0.9999,0.9777,0.9703,0.9703,0.9657,0.9684,0.9713,0.9681,0.6372,0.6341,0.6343,0.6343,0.6344,0.6343,0.6343,0.6320,0.6322,0.6322,0.6320,0.6293,0.6271,0.6322,0.6322,0.6326,0.6326,0.6332,0.6305,0.6301,0.6301,0.6301,0.6301,0.6300,0.6334,0.6334,0.6338,0.6334,0.6334,0.6345,0.6095,0.6096,0.6583,0.6573,0.6573,0.6572,0.6571,0.6577,0.6562,0.6586,0.6586,0.6585,0.6465,0.6465,0.6465,0.3988,0.3791
127,127,,KM233094,KM233094v1.KM233094v1,G3820_2014,Ebola 2014,56,1.0000,0.9999,0.9999,0.9999,0.9755,0.9705,0.9705,0.9659,0.9685,0.9715,0.9682,0.6376,0.6346,0.6348,0.6348,0.6349,0.6348,0.6348,0.6325,0.6327,0.6327,0.6325,0.6298,0.6276,0.6327,0.6327,0.6331,0.6331,0.6337,0.6310,0.6306,0.6306,0.6306,0.6306,0.6306,0.6339,0.6339,0.6343,0.6339,0.6339,0.6350,0.6081,0.6083,0.6585,0.6576,0.6576,0.6575,0.6574,0.6580,0.6566,0.6589,0.6589,0.6588,0.6468,0.6468,0.6468,0.3979,0.3782
128,128,,KM233095,KM233095v1.KM233095v1,G3821_2014,Ebola 2014,56,0.9999,0.9999,0.9999,0.9999,0.9786,0.9703,0.9703,0.9657,0.9683,0.9713,0.9680,0.6370,0.6340,0.6342,0.6342,0.6342,0.6342,0.6342,0.6320,0.6321,0.6321,0.6320,0.6291,0.6270,0.6321,0.6321,0.6325,0.6324,0.6331,0.6304,0.6300,0.6300,0.6300,0.6300,0.6299,0.6332,0.6332,0.6336,0.6333,0.6333,0.6344,0.6097,0.6094,0.6583,0.6574,0.6574,0.6572,0.6571,0.6578,0.6563,0.6586,0.6586,0.6585,0.6465,0.6465,0.6465,0.3992,0.3794
129,129,,KM233096,KM233096v1.KM233096v1,G3822_2014,Ebola 2014,56,0.9999,0.9999,0.9999,0.9999,0.9739,0.9704,0.9704,0.9659,0.9678,0.9715,0.9682,0.6380,0.6350,0.6352,0.6352,0.6353,0.6352,0.6352,0.6329,0.6331,0.6331,0.6329,0.6302,0.6280,0.6331,0.6331,0.6336,0.6336,0.6340,0.6313,0.6309,0.6309,0.6309,0.6309,0.6308,0.6340,0.6340,0.6346,0.6343,0.6343,0.6354,0.6072,0.6086,0.6589,0.6579,0.6579,0.6578,0.6577,0.6584,0.6569,0.6592,0.6592,0.6591,0.6472,0.6472,0.6472,0.3973,0.3776
130,130,,KM233097,KM233097v1.KM233097v1,G3823_2014,Ebola 2014,56,0.9999,0.9998,0.9998,0.9998,0.9740,0.9704,0.9704,0.9659,0.9678,0.9715,0.9682,0.6378,0.6348,0.6350,0.6350,0.6351,0.6350,0.6350,0.6328,0.6329,0.6329,0.6328,0.6300,0.6279,0.6331,0.6331,0.6335,0.6334,0.6340,0.6313,0.6309,0.6309,0.6309,0.6309,0.6309,0.6340,0.6340,0.6346,0.6343,0.6343,0.6354,0.6072,0.6086,0.6588,0.6579,0.6579,0.6578,0.6577,0.6583,0.6569,0.6592,0.6592,0.6591,0.6471,0.6471,0.6471,0.3973,0.3776
131,131,,KM233098,KM233098v1.KM233098v1,G3825v1_2014,Ebola 2014,56,0.9998,0.9999,0.9999,0.9999,0.9741,0.9703,0.9703,0.9658,0.9679,0.9714,0.9681,0.6378,0.6348,0.6350,0.6350,0.6351,0.6350,0.6350,0.6328,0.6329,0.6329,0.6328,0.6300,0.6279,0.6330,0.6330,0.6334,0.6334,0.6339,0.6312,0.6309,0.6309,0.6309,0.6309,0.6308,0.6340,0.6340,0.6345,0.6342,0.6342,0.6353,0.6073,0.6084,0.6588,0.6578,0.6578,0.6577,0.6576,0.6583,0.6568,0.6591,0.6591,0.6589,0.6470,0.6470,0.6470,0.3974,0.3777
132,132,,KM233099,KM233099v1.KM233099v1,G3825v2_2014,Ebola 2014,56,0.9998,0.9998,0.9998,0.9998,0.9739,0.9703,0.9703,0.9658,0.9678,0.9714,0.9681,0.6378,0.6348,0.6350,0.6350,0.6351,0.6350,0.6350,0.6328,0.6329,0.6329,0.6328,0.6300,0.6279,0.6330,0.6330,0.6334,0.6334,0.6339,0.6312,0.6309,0.6309,0.6309,0.6309,0.6308,0.6340,0.6340,0.6345,0.6342,0.6342,0.6353,0.6072,0.6085,0.6588,0.6578,0.6578,0.6577,0.6576,0.6583,0.6568,0.6591,0.6591,0.6589,0.6470,0.6470,0.6470,0.3973,0.3776
133,133,,KM233100,KM233100v1.KM233100v1,G3826_2014,Ebola 2014,56,0.9999,0.9999,0.9999,0.9999,0.9750,0.9704,0.9704,0.9658,0.9683,0.9714,0.9681,0.6377,0.6347,0.6349,0.6349,0.6350,0.6349,0.6349,0.6326,0.6328,0.6328,0.6326,0.6299,0.6277,0.6328,0.6328,0.6333,0.6333,0.6338,0.6311,0.6307,0.6307,0.6307,0.6307,0.6306,0.6340,0.6340,0.6344,0.6340,0.6340,0.6351,0.6079,0.6083,0.6586,0.6577,0.6577,0.6576,0.6575,0.6581,0.6566,0.6589,0.6589,0.6588,0.6469,0.6469,0.6469,0.3978,0.3780
134,134,,KM233101,KM233101v1.KM233101v1,G3827_2014,Ebola 2014,56,0.9999,0.9999,0.9999,0.9999,0.9779,0.9703,0.9703,0.9657,0.9684,0.9713,0.9681,0.6373,0.6342,0.6344,0.6344,0.6345,0.6344,0.6344,0.6322,0.6323,0.6323,0.6322,0.6294,0.6272,0.6323,0.6323,0.6327,0.6327,0.6333,0.6306,0.6303,0.6303,0.6303,0.6303,0.6302,0.6335,0.6335,0.6339,0.6336,0.6336,0.6347,0.6093,0.6091,0.6585,0.6575,0.6575,0.6574,0.6573,0.6579,0.6564,0.6587,0.6587,0.6586,0.6467,0.6467,0.6467,0.3990,0.3791
135,135,,KM233102,KM233102v1.KM233102v1,G3829_2014,Ebola 2014,56,0.9998,0.9998,0.9998,0.9998,0.9743,0.9703,0.9703,0.9657,0.9681,0.9713,0.9681,0.6377,0.6347,0.6349,0.6349,0.6350,0.6349,0.6349,0.6327,0.6328,0.6328,0.6327,0.6299,0.6278,0.6329,0.6329,0.6333,0.6333,0.6338,0.6311,0.6307,0.6307,0.6307,0.6307,0.6306,0.6338,0.6338,0.6344,0.6340,0.6340,0.6352,0.6074,0.6083,0.6586,0.6577,0.6577,0.6576,0.6575,0.6581,0.6566,0.6589,0.6589,0.6588,0.6469,0.6469,0.6469,0.3974,0.3777
136,136,,KM233103,KM233103v1.KM233103v1,G3831_2014,Ebola 2014,56,0.9998,0.9998,0.9998,0.9998,0.9741,0.9703,0.9703,0.9658,0.9679,0.9714,0.9681,0.6378,0.6348,0.6350,0.6350,0.6351,0.6350,0.6350,0.6328,0.6329,0.6329,0.6328,0.6300,0.6279,0.6330,0.6330,0.6334,0.6334,0.6340,0.6313,0.6309,0.6309,0.6309,0.6309,0.6309,0.6340,0.6340,0.6346,0.6342,0.6342,0.6354,0.6073,0.6085,0.6588,0.6578,0.6578,0.6577,0.6576,0.6583,0.6569,0.6592,0.6592,0.6591,0.6471,0.6471,0.6471,0.3973,0.3776
137,137,,KM233104,KM233104v1.KM233104v1,G3834_2014,Ebola 2014,56,0.9999,0.9999,0.9999,0.9999,0.9756,0.9704,0.9704,0.9658,0.9677,0.9714,0.9681,0.6378,0.6347,0.6349,0.6349,0.6350,0.6349,0.6349,0.6326,0.6328,0.6328,0.6326,0.6299,0.6277,0.6328,0.6328,0.6333,0.6333,0.6339,0.6312,0.6308,0.6308,0.6308,0.6308,0.6307,0.6339,0.6339,0.6345,0.6342,0.6342,0.6353,0.6082,0.6098,0.6588,0.6579,0.6579,0.6578,0.6577,0.6583,0.6568,0.6591,0.6591,0.6590,0.6471,0.6471,0.6471,0.3980,0.3783
138,138,,KM233105,KM233105v1.KM233105v1,G3838_2014,Ebola 2014,56,0.9999,0.9999,0.9999,0.9999,0.9760,0.9704,0.9704,0.9658,0.9683,0.9714,0.9682,0.6374,0.6345,0.6347,0.6347,0.6347,0.6347,0.6347,0.6324,0.6326,0.6326,0.6324,0.6296,0.6275,0.6325,0.6325,0.6330,0.6329,0.6336,0.6309,0.6305,0.6305,0.6305,0.6305,0.6304,0.6337,0.6337,0.6341,0.6338,0.6338,0.6349,0.6082,0.6080,0.6585,0.6576,0.6576,0.6574,0.6573,0.6580,0.6566,0.6589,0.6589,0.6588,0.6468,0.6468,0.6468,0.3981,0.3784
139,139,,KM233106,KM233106v1.KM233106v1,G3840_2014,Ebola 2014,56,0.9999,0.9999,0.9999,0.9999,0.9744,0.9704,0.9704,0.9658,0.9682,0.9714,0.9682,0.6378,0.6348,0.6350,0.6350,0.6350,0.6350,0.6350,0.6327,0.6329,0.6329,0.6327,0.6300,0.6278,0.6329,0.6329,0.6334,0.6334,0.6338,0.6311,0.6308,0.6308,0.6308,0.6308,0.6307,0.6339,0.6339,0.6344,0.6341,0.6341,0.6352,0.6074,0.6083,0.6587,0.6577,0.6577,0.6576,0.6575,0.6582,0.6567,0.6590,0.6590,0.6589,0.6470,0.6470,0.6470,0.3975,0.3778
140,140,,KM233107,KM233107v1.KM233107v1,G3841_2014,Ebola 2014,56,1.0000,0.9999,0.9999,0.9999,0.9780,0.9704,0.9704,0.9658,0.9685,0.9714,0.9682,0.6372,0.6341,0.6344,0.6344,0.6344,0.6344,0.6344,0.6321,0.6323,0.6323,0.6321,0.6293,0.6271,0.6322,0.6322,0.6327,0.6326,0.6333,0.6306,0.6303,0.6303,0.6303,0.6303,0.6302,0.6335,0.6335,0.6339,0.6336,0.6336,0.6347,0.6093,0.6092,0.6584,0.6574,0.6574,0.6573,0.6572,0.6579,0.6565,0.6588,0.6588,0.6587,0.6466,0.6466,0.6466,0.3989,0.3792
141,141,,KM233108,KM233108v1.KM233108v1,G3845_2014,Ebola 2014,56,0.9998,0.9999,0.9999,0.9999,0.9759,0.9703,0.9703,0.9657,0.9682,0.9713,0.9681,0.6374,0.6345,0.6347,0.6347,0.6347,0.6347,0.6347,0.6325,0.6326,0.6326,0.6325,0.6297,0.6275,0.6326,0.6326,0.6330,0.6329,0.6335,0.6308,0.6305,0.6305,0.6305,0.6305,0.6303,0.6337,0.6337,0.6340,0.6338,0.6338,0.6348,0.6081,0.6079,0.6585,0.6576,0.6576,0.6575,0.6574,0.6580,0.6565,0.6588,0.6588,0.6587,0.6468,0.6468,0.6468,0.3981,0.3784
142,142,,KM233109,KM233109v1.KM233109v1,G3846_2014,Ebola 2014,56,0.9998,0.9998,0.9998,0.9998,0.9736,0.9703,0.9703,0.9658,0.9675,0.9714,0.9681,0.6380,0.6350,0.6352,0.6352,0.6352,0.6352,0.6352,0.6329,0.6331,0.6331,0.6329,0.6302,0.6280,0.6331,0.6331,0.6336,0.6336,0.6340,0.6313,0.6309,0.6309,0.6309,0.6309,0.6308,0.6340,0.6340,0.6346,0.6342,0.6342,0.6354,0.6069,0.6085,0.6589,0.6579,0.6579,0.6578,0.6577,0.6584,0.6569,0.6591,0.6591,0.6590,0.6471,0.6471,0.6471,0.3972,0.3776
143,143,,KM233110,KM233110v1.KM233110v1,G3848_2014,Ebola 2014,56,0.9998,0.9999,0.9999,0.9999,0.9738,0.9704,0.9704,0.9658,0.9676,0.9714,0.9681,0.6380,0.6349,0.6352,0.6352,0.6352,0.6352,0.6352,0.6329,0.6330,0.6330,0.6329,0.6301,0.6280,0.6331,0.6331,0.6335,0.6335,0.6340,0.6314,0.6310,0.6310,0.6310,0.6310,0.6309,0.6341,0.6341,0.6346,0.6343,0.6343,0.6354,0.6071,0.6086,0.6589,0.6579,0.6579,0.6578,0.6577,0.6584,0.6569,0.6592,0.6592,0.6591,0.6471,0.6471,0.6471,0.3972,0.3776
144,144,,KM233111,KM233111v1.KM233111v1,G3850_2014,Ebola 2014,56,0.9999,1.0000,1.0000,1.0000,0.9817,0.9703,0.9703,0.9658,0.9684,0.9714,0.9682,0.6371,0.6337,0.6340,0.6340,0.6340,0.6340,0.6340,0.6317,0.6319,0.6319,0.6317,0.6289,0.6267,0.6321,0.6321,0.6325,0.6325,0.6333,0.6305,0.6301,0.6301,0.6301,0.6301,0.6300,0.6335,0.6335,0.6338,0.6337,0.6337,0.6348,0.6115,0.6113,0.6586,0.6577,0.6577,0.6576,0.6575,0.6581,0.6566,0.6588,0.6588,0.6588,0.6462,0.6462,0.6462,0.4016,0.3817
145,145,,KM233112,KM233112v1.KM233112v1,G3851_2014,Ebola 2014,56,0.9998,0.9999,0.9999,0.9999,0.9755,0.9703,0.9703,0.9658,0.9682,0.9714,0.9681,0.6376,0.6346,0.6348,0.6348,0.6349,0.6348,0.6348,0.6326,0.6328,0.6328,0.6326,0.6298,0.6276,0.6327,0.6327,0.6331,0.6331,0.6337,0.6310,0.6307,0.6307,0.6307,0.6307,0.6306,0.6339,0.6339,0.6343,0.6339,0.6339,0.6350,0.6081,0.6081,0.6587,0.6577,0.6577,0.6576,0.6575,0.6581,0.6567,0.6589,0.6589,0.6588,0.6469,0.6469,0.6469,0.3979,0.3782
146,146,,KM233113,KM233113v1.KM233113v1,G3856v1_2014,Ebola 2014,56,0.9998,0.9999,0.9999,0.9999,0.9737,0.9704,0.9704,0.9658,0.9675,0.9714,0.9681,0.6380,0.6350,0.6352,0.6352,0.6352,0.6352,0.6352,0.6329,0.6331,0.6331,0.6329,0.6302,0.6280,0.6331,0.6331,0.6336,0.6336,0.6340,0.6313,0.6310,0.6310,0.6310,0.6310,0.6309,0.6340,0.6340,0.6346,0.6343,0.6343,0.6354,0.6070,0.6086,0.6589,0.6579,0.6579,0.6578,0.6577,0.6584,0.6569,0.6591,0.6591,0.6590,0.6472,0.6472,0.6472,0.3972,0.3775
147,147,,KM233114,KM233114v1.KM233114v1,G3856v3_2014,Ebola 2014,56,0.9999,0.9999,0.9999,0.9999,0.9747,0.9704,0.9704,0.9658,0.9683,0.9714,0.9682,0.6377,0.6347,0.6349,0.6349,0.6349,0.6349,0.6349,0.6326,0.6328,0.6328,0.6326,0.6299,0.6277,0.6328,0.6328,0.6332,0.6332,0.6337,0.6310,0.6307,0.6307,0.6307,0.6307,0.6306,0.6339,0.6339,0.6343,0.6340,0.6340,0.6351,0.6076,0.6083,0.6586,0.6576,0.6576,0.6575,0.6574,0.6581,0.6566,0.6589,0.6589,0.6587,0.6469,0.6469,0.6469,0.3976,0.3779
148,148,,KM233115,KM233115v1.KM233115v1,G3857_2014,Ebola 2014,56,0.9999,0.9999,0.9999,0.9999,0.9792,0.9703,0.9703,0.9657,0.9684,0.9713,0.9680,0.6372,0.6339,0.6341,0.6341,0.6342,0.6341,0.6341,0.6319,0.6321,0.6321,0.6319,0.6291,0.6269,0.6321,0.6321,0.6325,0.6324,0.6333,0.6306,0.6302,0.6302,0.6302,0.6302,0.6301,0.6335,0.6335,0.6339,0.6339,0.6339,0.6349,0.6107,0.6105,0.6585,0.6576,0.6576,0.6574,0.6573,0.6580,0.6565,0.6587,0.6587,0.6587,0.6467,0.6467,0.6467,0.3998,0.3800
149,149,,KM233116,KM233116v1.KM233116v1,NM042v1_2014,Ebola 2014,56,0.9999,1.0000,1.0000,1.0000,0.9754,0.9704,0.9704,0.9659,0.9684,0.9715,0.9682,0.6376,0.6346,0.6348,0.6348,0.6349,0.6348,0.6348,0.6326,0.6327,0.6327,0.6326,0.6298,0.6277,0.6327,0.6327,0.6332,0.6332,0.6337,0.6310,0.6306,0.6306,0.6306,0.6306,0.6305,0.6339,0.6339,0.6343,0.6339,0.6339,0.6350,0.6081,0.6082,0.6586,0.6576,0.6576,0.6575,0.6574,0.6580,0.6566,0.6588,0.6588,0.6587,0.6468,0.6468,0.6468,0.3979,0.3782
150,150,,KM233117,KM233117v1.KM233117v1,NM042v2_2014,Ebola 2014,56,0.9999,1.0000,1.0000,1.0000,0.9840,0.9703,0.9703,0.9657,0.9685,0.9714,0.9682,0.6374,0.6345,0.6345,0.6345,0.6346,0.6345,0.6345,0.6324,0.6326,0.6326,0.6324,0.6296,0.6272,0.6325,0.6325,0.6329,0.6329,0.6331,0.6303,0.6299,0.6299,0.6299,0.6299,0.6298,0.6333,0.6333,0.6337,0.6336,0.6336,0.6346,0.6120,0.6118,0.6593,0.6583,0.6583,0.6582,0.6581,0.6588,0.6573,0.6595,0.6595,0.6595,0.6467,0.6467,0.6467,0.4030,0.3830
151,151,,KM233118,KM233118v1.KM233118v1,NM042v3_2014,Ebola 2014,56,0.9999,1.0000,1.0000,1.0000,0.9858,0.9703,0.9703,0.9658,0.9685,0.9714,0.9681,0.6382,0.6352,0.6354,0.6354,0.6354,0.6354,0.6354,0.6332,0.6333,0.6333,0.6332,0.6303,0.6281,0.6329,0.6329,0.6334,0.6333,0.6334,0.6307,0.6303,0.6303,0.6303,0.6303,0.6302,0.6337,0.6337,0.6341,0.6342,0.6342,0.6353,0.6148,0.6147,0.6601,0.6591,0.6591,0.6590,0.6589,0.6595,0.6580,0.6602,0.6602,0.6602,0.6467,0.6467,0.6467,0.4017,0.3825
152,152,,NC_001608,NC_001608v3.NC_001608v3,Marburg_MtElgon_Musoke_Kenya_1980,Marburg 1987,5,0.3940,0.3940,0.3940,0.3940,0.3912,0.3916,0.3916,0.3906,0.3909,0.3925,0.3918,0.3484,0.3480,0.3480,0.3480,0.3481,0.3480,0.3480,0.3468,0.3468,0.3468,0.3468,0.3469,0.3469,0.3463,0.3463,0.3471,0.3463,0.3480,0.3462,0.3453,0.3453,0.3453,0.3453,0.3457,0.3478,0.3478,0.3474,0.3476,0.3476,0.3475,0.3356,0.3342,0.3545,0.3545,0.3545,0.3545,0.3545,0.3542,0.3545,0.3534,0.3534,0.3534,0.3535,0.3535,0.3535,1.0000,0.4479
153,153,,NC_002549,NC_002549v1.NC_002549v1,NC_002549v1_1976,Zaire(DRC) 1976-7,53,0.9704,0.9703,0.9703,0.9703,0.9456,0.9998,0.9998,0.9857,0.9872,0.9811,0.9781,0.6342,0.6308,0.6310,0.6310,0.6310,0.6310,0.6310,0.6288,0.6290,0.6290,0.6288,0.6267,0.6241,0.6283,0.6283,0.6294,0.6291,0.6333,0.6308,0.6304,0.6304,0.6304,0.6304,0.6305,0.6332,0.6332,0.6338,0.6328,0.6328,0.6340,0.6062,0.6068,0.6565,0.6556,0.6556,0.6555,0.6554,0.6558,0.6543,0.6567,0.6567,0.6566,0.6453,0.6453,0.6453,0.3947,0.3769
154,154,,NC_004161,NC_004161v1.NC_004161v1,Pennsylvania_1990,Reston 1989-90,32,0.6333,0.6333,0.6333,0.6333,0.6178,0.6326,0.6326,0.6313,0.6310,0.6324,0.6309,0.5998,0.5721,0.5722,0.5722,0.5722,0.5722,0.5722,0.5719,0.5720,0.5720,0.5719,0.5701,0.5705,0.5737,0.5737,0.5739,0.5750,0.9502,0.9527,0.9772,0.9772,0.9772,1.0000,0.9475,0.9148,0.9148,0.9156,0.9082,0.9082,0.9038,0.8587,0.8563,0.5754,0.5749,0.5749,0.5749,0.5747,0.5752,0.5745,0.5740,0.5740,0.5740,0.5660,0.5660,0.5660,0.3493,0.3393
155,155,,NC_006432,NC_006432v1.NC_006432v1,Gulu_2000,Sudan 1976-9,44,0.6357,0.6358,0.6358,0.6358,0.6201,0.6317,0.6317,0.6315,0.6312,0.6321,0.6308,0.9426,0.9583,0.9583,0.9583,0.9582,0.9581,0.9581,1.0000,0.9847,0.9847,1.0000,0.9643,0.9392,0.8597,0.8597,0.8602,0.8751,0.5746,0.5726,0.5724,0.5724,0.5724,0.5724,0.5712,0.5718,0.5718,0.5723,0.5742,0.5742,0.5752,0.5544,0.5569,0.5719,0.5712,0.5712,0.5712,0.5711,0.5712,0.5710,0.5735,0.5735,0.5735,0.5610,0.5610,0.5610,0.3511,0.3420
156,156,,NC_014372,NC_014372v1.NC_014372v1,Cote_dIvoire_1994,Bundibugyo 2007,10,0.6480,0.6480,0.6480,0.6480,0.6320,0.6462,0.6462,0.6453,0.6461,0.6463,0.6465,0.5653,0.5603,0.5604,0.5604,0.5605,0.5605,0.5604,0.5592,0.5592,0.5592,0.5592,0.5582,0.5591,0.5633,0.5633,0.5637,0.5626,0.5657,0.5637,0.5647,0.5647,0.5647,0.5647,0.5632,0.5651,0.5651,0.5653,0.5633,0.5633,0.5636,0.5471,0.5462,0.6374,0.6374,0.6374,0.6373,0.6372,0.6380,0.6373,0.6380,0.6380,0.6380,0.9497,0.9497,1.0000,0.3568,0.3442
157,157,,NC_014373,NC_014373v1.NC_014373v1,Bundibugyo_2007,Bundibugyo 2007,14,0.6598,0.6597,0.6597,0.6597,0.6440,0.6573,0.6573,0.6562,0.6569,0.6582,0.6563,0.5836,0.5720,0.5722,0.5722,0.5722,0.5723,0.5722,0.5715,0.5716,0.5716,0.5715,0.5688,0.5697,0.5717,0.5717,0.5720,0.5714,0.5749,0.5731,0.5725,0.5725,0.5725,0.5725,0.5734,0.5737,0.5737,0.5740,0.5734,0.5734,0.5739,0.5543,0.5568,0.9173,0.9152,0.9152,0.9151,0.9153,0.9186,0.9272,0.9822,0.9822,1.0000,0.6379,0.6379,0.6379,0.3565,0.3457
