,ID,Genbank ID,Assembly ID,Mafname,Name,Group,Leaf assignment,C_192,C_193,C_191,C_189,C_187,C_185,C_181,C_176,C_177,C_172,C_173,C_166,C_167,C_162,C_163,C_159,C_154,C_155,C_148,C_149,C_142,C_143,C_136,C_137,C_130,C_131,C_123,C_124,C_116,C_117,C_110,C_111,C_104,C_105,C_96,C_97,C_90,C_91,C_87,C_82,C_83,C_76,C_77,C_67,C_68,C_61,C_62,C_55,C_56,C_49,C_50,C_43,C_44,C_39,C_40,C_30,C_31,C_27,C_13,C_14,C_15,C_3
113,113,,KM233080v1,KM233080v1.KM233080v1,G3799_2014,Ebola 2014,159,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2790,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2800,0.2800,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1980
114,114,,KM233081v1,KM233081v1.KM233081v1,G3800_2014,Ebola 2014,113,0.2870,0.1310,0.2810,0.2810,0.2790,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2810,0.2870,0.2800,0.2870,0.2810,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2810,0.2810,0.2800,0.2870,0.1540,0.1980,0.1970,0.1970,0.1970,0.1980
115,115,,KM233082v1,KM233082v1.KM233082v1,G3805v1_2014,Ebola 2014,112,0.2890,0.1320,0.2820,0.2820,0.2800,0.2890,0.2890,0.2890,0.2820,0.2890,0.2820,0.2890,0.2810,0.2890,0.2820,0.2890,0.2890,0.2800,0.2890,0.2810,0.2890,0.2800,0.2890,0.2820,0.2890,0.1990,0.2890,0.2000,0.2890,0.2820,0.2890,0.2820,0.2890,0.2820,0.2890,0.2820,0.2890,0.2800,0.2890,0.2890,0.2800,0.2890,0.2810,0.2890,0.2810,0.2890,0.2820,0.2890,0.2800,0.2890,0.2820,0.2890,0.2820,0.2820,0.2820,0.2890,0.1550,0.1990,0.1980,0.1990,0.1980,0.1990
116,116,,KM233083v1,KM233083v1.KM233083v1,G3805v2_2014,Ebola 2014,156,0.2900,0.1320,0.2830,0.2830,0.2810,0.2900,0.2900,0.2900,0.2820,0.2900,0.2820,0.2900,0.2820,0.2900,0.2820,0.2900,0.2900,0.2810,0.2900,0.2820,0.2900,0.2810,0.2900,0.2820,0.2900,0.1990,0.2900,0.2000,0.2900,0.2830,0.2900,0.2820,0.2900,0.2830,0.2900,0.2820,0.2900,0.2810,0.2900,0.2900,0.2810,0.2900,0.2820,0.2900,0.2820,0.2900,0.2820,0.2900,0.2810,0.2900,0.2820,0.2900,0.2830,0.2830,0.2820,0.2900,0.1550,0.2000,0.1980,0.1990,0.1990,0.1990
117,117,,KM233084v1,KM233084v1.KM233084v1,G3807_2014,Ebola 2014,119,0.2870,0.1310,0.2810,0.2810,0.2790,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1990,0.2870,0.2810,0.2870,0.2800,0.2870,0.2810,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2810,0.2810,0.2800,0.2870,0.1540,0.1980,0.1970,0.1980,0.1970,0.1980
118,118,,KM233085v1,KM233085v1.KM233085v1,G3808_2014,Ebola 2014,121,0.2880,0.1310,0.2810,0.2810,0.2790,0.2880,0.2880,0.2880,0.2810,0.2880,0.2810,0.2880,0.2800,0.2880,0.2810,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2810,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2800,0.2880,0.2810,0.2880,0.2790,0.2880,0.2810,0.2880,0.2810,0.2810,0.2810,0.2880,0.1540,0.1990,0.1970,0.1980,0.1970,0.1980
119,119,,KM233086v1,KM233086v1.KM233086v1,G3809_2014,Ebola 2014,150,0.2890,0.1320,0.2820,0.2820,0.2800,0.2890,0.2890,0.2890,0.2810,0.2890,0.2810,0.2890,0.2810,0.2890,0.2810,0.2890,0.2890,0.2800,0.2890,0.2810,0.2890,0.2800,0.2890,0.2810,0.2890,0.1990,0.2890,0.1990,0.2890,0.2820,0.2890,0.2810,0.2890,0.2820,0.2890,0.2810,0.2890,0.2800,0.2890,0.2890,0.2800,0.2890,0.2810,0.2890,0.2810,0.2890,0.2810,0.2890,0.2800,0.2890,0.2810,0.2890,0.2820,0.2820,0.2810,0.2890,0.1550,0.1990,0.1980,0.1980,0.1980,0.1990
120,120,,KM233087v1,KM233087v1.KM233087v1,G3810v1_2014,Ebola 2014,128,0.2880,0.1310,0.2820,0.2820,0.2790,0.2880,0.2880,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2810,0.2880,0.1990,0.2880,0.1990,0.2880,0.2820,0.2880,0.2810,0.2880,0.2820,0.2880,0.2810,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2790,0.2880,0.2810,0.2880,0.2820,0.2820,0.2810,0.2880,0.1540,0.1990,0.1970,0.1980,0.1980,0.1980
121,121,,KM233088v1,KM233088v1.KM233088v1,G3810v2_2014,Ebola 2014,126,0.2870,0.1310,0.2810,0.2810,0.2790,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1990,0.2870,0.2810,0.2870,0.2800,0.2870,0.2810,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2810,0.2810,0.2800,0.2870,0.1540,0.1980,0.1970,0.1980,0.1970,0.1980
122,122,,KM233089v1,KM233089v1.KM233089v1,G3814_2014,Ebola 2014,144,0.2880,0.1310,0.2810,0.2810,0.2790,0.2880,0.2870,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2800,0.2880,0.2810,0.2880,0.2800,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.2810,0.2810,0.2800,0.2880,0.1540,0.1980,0.1970,0.1980,0.1970,0.1980
123,123,,KM233090v1,KM233090v1.KM233090v1,G3816_2014,Ebola 2014,132,0.2890,0.1320,0.2830,0.2830,0.2800,0.2890,0.2890,0.2890,0.2820,0.2890,0.2820,0.2890,0.2820,0.2890,0.2820,0.2890,0.2890,0.2800,0.2890,0.2810,0.2890,0.2800,0.2890,0.2820,0.2890,0.1990,0.2890,0.2000,0.2890,0.2820,0.2890,0.2820,0.2890,0.2830,0.2890,0.2820,0.2890,0.2800,0.2890,0.2890,0.2800,0.2890,0.2820,0.2890,0.2820,0.2890,0.2820,0.2890,0.2800,0.2890,0.2820,0.2890,0.2830,0.2830,0.2820,0.2890,0.1550,0.1990,0.1980,0.1990,0.1980,0.1990
124,124,,KM233091v1,KM233091v1.KM233091v1,G3817_2014,Ebola 2014,133,0.2880,0.1310,0.2810,0.2810,0.2790,0.2880,0.2880,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2800,0.2880,0.2810,0.2880,0.2800,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.2810,0.2810,0.2800,0.2880,0.1540,0.1980,0.1970,0.1980,0.1970,0.1980
125,125,,KM233092v1,KM233092v1.KM233092v1,G3818_2014,Ebola 2014,139,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2790,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2800,0.2800,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1970
126,126,,KM233093v1,KM233093v1.KM233093v1,G3819_2014,Ebola 2014,138,0.2880,0.1310,0.2810,0.2810,0.2790,0.2880,0.2880,0.2880,0.2810,0.2880,0.2810,0.2880,0.2800,0.2880,0.2810,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2810,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2800,0.2880,0.2810,0.2880,0.2790,0.2880,0.2810,0.2880,0.2810,0.2810,0.2810,0.2880,0.1540,0.1990,0.1970,0.1980,0.1970,0.1980
127,127,,KM233094v1,KM233094v1.KM233094v1,G3820_2014,Ebola 2014,145,0.2870,0.1310,0.2810,0.2810,0.2790,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2810,0.2870,0.2800,0.2870,0.2810,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2810,0.2810,0.2800,0.2870,0.1540,0.1980,0.1970,0.1970,0.1970,0.1980
128,128,,KM233095v1,KM233095v1.KM233095v1,G3821_2014,Ebola 2014,151,0.2880,0.1310,0.2820,0.2820,0.2790,0.2880,0.2880,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2810,0.2880,0.1980,0.2880,0.1990,0.2880,0.2820,0.2880,0.2810,0.2880,0.2820,0.2880,0.2810,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2790,0.2880,0.2810,0.2880,0.2820,0.2820,0.2810,0.2880,0.1540,0.1990,0.1970,0.1980,0.1980,0.1980
129,129,,KM233096v1,KM233096v1.KM233096v1,G3822_2014,Ebola 2014,157,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2800,0.2870,0.2790,0.2870,0.2790,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2790,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2800,0.2870,0.2780,0.2870,0.2790,0.2870,0.2800,0.2800,0.2800,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1970
130,130,,KM233097v1,KM233097v1.KM233097v1,G3823_2014,Ebola 2014,159,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2790,0.2870,0.2800,0.2870,0.2790,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.2800,0.2800,0.2790,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1970
131,131,,KM233098v1,KM233098v1.KM233098v1,G3825v1_2014,Ebola 2014,162,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2800,0.2870,0.2790,0.2870,0.2790,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2790,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2800,0.2870,0.2780,0.2870,0.2790,0.2870,0.2800,0.2800,0.2800,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1970
132,132,,KM233099v1,KM233099v1.KM233099v1,G3825v2_2014,Ebola 2014,162,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2800,0.2870,0.2790,0.2870,0.2790,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2790,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2800,0.2870,0.2780,0.2870,0.2790,0.2870,0.2800,0.2800,0.2800,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1970
133,133,,KM233100v1,KM233100v1.KM233100v1,G3826_2014,Ebola 2014,169,0.2870,0.1310,0.2810,0.2810,0.2780,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2800,0.2870,0.2810,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2810,0.2810,0.2800,0.2870,0.1540,0.1980,0.1970,0.1970,0.1970,0.1980
134,134,,KM233101v1,KM233101v1.KM233101v1,G3827_2014,Ebola 2014,172,0.2880,0.1310,0.2810,0.2810,0.2790,0.2880,0.2880,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2810,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2790,0.2880,0.2810,0.2880,0.2810,0.2810,0.2810,0.2880,0.1540,0.1990,0.1970,0.1980,0.1970,0.1980
135,135,,KM233102v1,KM233102v1.KM233102v1,G3829_2014,Ebola 2014,179,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2790,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2800,0.2800,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1980
136,136,,KM233103v1,KM233103v1.KM233103v1,G3831_2014,Ebola 2014,181,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2790,0.2870,0.2800,0.2870,0.2790,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.2800,0.2800,0.2790,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1980
137,137,,KM233104v1,KM233104v1.KM233104v1,G3834_2014,Ebola 2014,185,0.2870,0.1310,0.2810,0.2810,0.2790,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1990,0.2870,0.2810,0.2870,0.2800,0.2870,0.2810,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2810,0.2810,0.2800,0.2870,0.1540,0.1980,0.1970,0.1970,0.1970,0.1980
138,138,,KM233105v1,KM233105v1.KM233105v1,G3838_2014,Ebola 2014,197,0.2880,0.1310,0.2810,0.2810,0.2790,0.2880,0.2870,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2800,0.2880,0.2810,0.2880,0.2800,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.2810,0.2810,0.2800,0.2880,0.1540,0.1980,0.1970,0.1980,0.1970,0.1980
139,139,,KM233106v1,KM233106v1.KM233106v1,G3840_2014,Ebola 2014,195,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2800,0.2800,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1980
140,140,,KM233107v1,KM233107v1.KM233107v1,G3841_2014,Ebola 2014,197,0.2880,0.1310,0.2810,0.2810,0.2790,0.2880,0.2880,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2810,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2790,0.2880,0.2810,0.2880,0.2810,0.2810,0.2810,0.2880,0.1540,0.1990,0.1970,0.1980,0.1970,0.1980
141,141,,KM233108v1,KM233108v1.KM233108v1,G3845_2014,Ebola 2014,197,0.2880,0.1310,0.2810,0.2810,0.2790,0.2880,0.2870,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2800,0.2880,0.2810,0.2880,0.2800,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.2810,0.2810,0.2800,0.2880,0.1540,0.1980,0.1970,0.1980,0.1970,0.1980
142,142,,KM233109v1,KM233109v1.KM233109v1,G3846_2014,Ebola 2014,195,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.1970,0.2870,0.1980,0.2870,0.2800,0.2870,0.2790,0.2870,0.2800,0.2870,0.2790,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.2800,0.2800,0.2790,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1970
143,143,,KM233110v1,KM233110v1.KM233110v1,G3848_2014,Ebola 2014,195,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2790,0.2870,0.2800,0.2870,0.2790,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.2800,0.2800,0.2790,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1970
144,144,,KM233111v1,KM233111v1.KM233111v1,G3850_2014,Ebola 2014,201,0.2900,0.1320,0.2830,0.2830,0.2810,0.2900,0.2900,0.2900,0.2830,0.2900,0.2830,0.2900,0.2820,0.2900,0.2830,0.2900,0.2900,0.2810,0.2900,0.2820,0.2900,0.2810,0.2900,0.2830,0.2900,0.2000,0.2900,0.2000,0.2900,0.2830,0.2900,0.2830,0.2900,0.2830,0.2900,0.2830,0.2900,0.2810,0.2900,0.2900,0.2810,0.2900,0.2820,0.2900,0.2820,0.2900,0.2830,0.2900,0.2810,0.2900,0.2830,0.2900,0.2830,0.2830,0.2830,0.2900,0.1550,0.2000,0.1990,0.1990,0.1990,0.2000
145,145,,KM233112v1,KM233112v1.KM233112v1,G3851_2014,Ebola 2014,195,0.2870,0.1310,0.2810,0.2810,0.2790,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2810,0.2870,0.2800,0.2870,0.2810,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2810,0.2810,0.2800,0.2870,0.1540,0.1980,0.1970,0.1970,0.1970,0.1980
146,146,,KM233113v1,KM233113v1.KM233113v1,G3856v1_2014,Ebola 2014,195,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.1970,0.2870,0.1980,0.2870,0.2800,0.2870,0.2790,0.2870,0.2800,0.2870,0.2790,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.2800,0.2800,0.2790,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1970
147,147,,KM233114v1,KM233114v1.KM233114v1,G3856v3_2014,Ebola 2014,195,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2800,0.2800,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1980
148,148,,KM233115v1,KM233115v1.KM233115v1,G3857_2014,Ebola 2014,199,0.2890,0.1320,0.2820,0.2820,0.2800,0.2890,0.2890,0.2890,0.2810,0.2890,0.2810,0.2890,0.2810,0.2890,0.2810,0.2890,0.2890,0.2800,0.2890,0.2810,0.2890,0.2800,0.2890,0.2810,0.2890,0.1990,0.2890,0.1990,0.2890,0.2820,0.2890,0.2810,0.2890,0.2820,0.2890,0.2810,0.2890,0.2800,0.2890,0.2890,0.2800,0.2890,0.2810,0.2890,0.2810,0.2890,0.2810,0.2890,0.2800,0.2890,0.2810,0.2890,0.2820,0.2820,0.2810,0.2890,0.1550,0.1990,0.1980,0.1980,0.1980,0.1990
149,149,,KM233116v1,KM233116v1.KM233116v1,NM042v1_2014,Ebola 2014,195,0.2870,0.1310,0.2810,0.2810,0.2790,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2810,0.2870,0.2800,0.2870,0.2810,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2810,0.2810,0.2800,0.2870,0.1540,0.1980,0.1970,0.1970,0.1970,0.1980
150,150,,KM233117v1,KM233117v1.KM233117v1,NM042v2_2014,Ebola 2014,203,0.2910,0.1330,0.2840,0.2840,0.2820,0.2910,0.2910,0.2910,0.2840,0.2910,0.2830,0.2910,0.2830,0.2910,0.2840,0.2910,0.2910,0.2820,0.2910,0.2830,0.2910,0.2820,0.2910,0.2840,0.2910,0.2000,0.2910,0.2010,0.2910,0.2840,0.2910,0.2840,0.2910,0.2840,0.2910,0.2830,0.2910,0.2820,0.2910,0.2910,0.2820,0.2910,0.2830,0.2910,0.2830,0.2910,0.2840,0.2910,0.2820,0.2910,0.2830,0.2910,0.2840,0.2840,0.2840,0.2910,0.1560,0.2010,0.1990,0.2000,0.1990,0.2000
